label,message
ham,"Just checking in, how are you feeling today? qrjspyjnpqk"
ham,Meeting has been moved to 3pm. See you there. tyyuf
ham,Can you pick up some milk on your way home? j
ham,"Just got out of the meeting, calling you in 5. akfalsrcncl"
spam,Hot singles in your area! Text MEET to 7810230640. Msgs cost £8448 ea. Stop: STOP.
ham,"Running 10 mins late, sorry! Almost there. alytlrpru gkhrinhr"
ham,The kids are asking about the weekend trip. You in? lx
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/6941
ham,Are you coming to the party tonight? It starts at 8. xgte hhutyydifgumcxb
ham,Can you pick up some milk on your way home?
ham,"No worries, take your time. I'll be here. dobxwwdqyjszurj"
spam,WINNER!! You have been selected to win a cash prize of £2432 CALL NOW 8201840395
ham,"Hey, are you free this evening? We could grab dinner. hj zwuar"
ham,Meeting has been moved to 3pm. See you there. gz
ham,"Thanks for helping me yesterday, really appreciate it. ggzzxpyyq"
ham,"Just got out of the meeting, calling you in 5. oxwzzwtwpn"
spam,Congratulations! Your mobile has won £5898 prize. Call 9380355948 to claim. Send STOP to opt out.
ham,Lunch at the usual place? 12:30 works for me. eeojz zhfftisnamm
ham,Lunch at the usual place? 12:30 works for me. onjuciwsclpp
ham,Can you pick up some milk on your way home? ddq
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/9175
ham,Lunch at the usual place? 12:30 works for me. ezjmacq p
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £257p/msg."
ham,Happy birthday! Hope you have a wonderful day! miphhalgimjdudpg
spam,WINNER!! You have been selected to win a cash prize of £4988 CALL NOW 9439377645
ham,Just finished the report. Will send it over shortly. ajlerphw
ham,Did you see the game last night? What a match! yky xpad
ham,Did you get my email? Let me know when you can talk. hvqugxhgypdvapt g
ham,Can we reschedule our call to tomorrow morning? kynprmxuqfaiutxov
ham,"No worries, take your time. I'll be here. rg"
ham,Lunch at the usual place? 12:30 works for me.   piagzzir xyhcub
ham,"Just got out of the meeting, calling you in 5. mnpfcpxjzyzh"
ham,Happy birthday! Hope you have a wonderful day! hbzz
spam,PRIVATE! Your 2003 Account Statement shows £4881 UNCLAIMED! Call 9185588660 to claim.
ham,"Thanks for helping me yesterday, really appreciate it. msxnrarzirx"
ham,Meeting has been moved to 3pm. See you there. xllevo
ham,Lunch at the usual place? 12:30 works for me. svdptdnm
ham,Meeting has been moved to 3pm. See you there. cvehxlggrmob ohhfx
ham,Can you send me the address again? I lost it. av sfdcre
ham,Can you pick up some milk on your way home? ogrfxxfdriehdvabv
spam,Hot singles in your area! Text MEET to 8481623643. Msgs cost £2569 ea. Stop: STOP.
ham,Meeting has been moved to 3pm. See you there. vlvhxmow jq
ham,"Mom says dinner is ready at 7, don't be late. urtmeui"
ham,"Just checking in, how are you feeling today? ixhlwgcyckroiakw"
ham,Lunch at the usual place? 12:30 works for me. d
ham,The package has been delivered to your door. clmx b bvsp
ham,Lunch at the usual place? 12:30 works for me. jqjqeghudypwe
ham,Happy birthday! Hope you have a wonderful day! insaocdkjciorhj vg
ham,Meeting has been moved to 3pm. See you there. csbcz
spam,Claim your FREE gift now! Text YES to 7210241300 to receive your £8512 voucher. Ts&Cs apply.
spam,Claim your FREE gift now! Text YES to 8901472238 to receive your £7481 voucher. Ts&Cs apply.
ham,"Thanks for helping me yesterday, really appreciate it. hkdcpbkcnuddp"
ham,Are you coming to the party tonight? It starts at 8. mqapfoy
ham,Can you send me the address again? I lost it. rpzuodizjqkbxecczmu
ham,Happy birthday! Hope you have a wonderful day! afkkw
ham,Did you see the game last night? What a match! noqgrrssopqyoa
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/4078
ham,Did you get my email? Let me know when you can talk. romatjcpsfvq kzwz mu
ham,"Thanks for helping me yesterday, really appreciate it. ibfyd"
spam,You have an important message waiting. Call 9022191192 now. Calls cost £9098p/min.
ham,"No worries, take your time. I'll be here. q"
ham,"Mom says dinner is ready at 7, don't be late. d aoojamw"
ham,"Hey, are you free this evening? We could grab dinner. jjvaveaflftnkqhu"
ham,The kids are asking about the weekend trip. You in? i d tmwntk
ham,The package has been delivered to your door. kwdfupnu
ham,Are you coming to the party tonight? It starts at 8. fkj
ham,Can you send me the address again? I lost it. grcghmjy
ham,"Running 10 mins late, sorry! Almost there. sq"
ham,Meeting has been moved to 3pm. See you there. mobeyag
ham,Just finished the report. Will send it over shortly. rpemhdfsuirbxyo
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £8990p/msg."
spam,You have won a Nokia 6610. Call 7487258103 now to claim. Send STOP to 87239 to end.
ham,Just finished the report. Will send it over shortly. y
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5440p/msg."
ham,The kids are asking about the weekend trip. You in? tfpwrxpzce  umb
spam,Hot singles in your area! Text MEET to 8694503971. Msgs cost £6320 ea. Stop: STOP.
ham,"Just checking in, how are you feeling today? epcw"
ham,The package has been delivered to your door. morltshhoq
ham,"Running 10 mins late, sorry! Almost there. kazf"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1443
spam,Congratulations! Your mobile has won £2726 prize. Call 8171629709 to claim. Send STOP to opt out.
spam,Naughty text messages! Txt CHAT to 7373399426 £9035/msg 2 stop txt STOP.
ham,Remember we have that dentist appointment tomorrow at 2pm. txz
spam,URGENT! Your Mobile number has been awarded a £6467 Bonus Caller Prize. Call 8948385094 now.
spam,WINNER!! You have been selected to win a cash prize of £1635 CALL NOW 7939042955
spam,Claim your FREE gift now! Text YES to 7012951344 to receive your £4269 voucher. Ts&Cs apply.
ham,Can you pick up some milk on your way home?
ham,Happy birthday! Hope you have a wonderful day! t
spam,Hot singles in your area! Text MEET to 9200916676. Msgs cost £9188 ea. Stop: STOP.
ham,Can you pick up some milk on your way home? cnlcbti vh znf
spam,WINNER!! You have been selected to win a cash prize of £4362 CALL NOW 8628238707
spam,CASH PRIZE: Draw shows you have won a top prize of £7489. To collect call 9660345628.
ham,Did you get my email? Let me know when you can talk. ekgzkek wvfawss
ham,"Hey, are you free this evening? We could grab dinner. pzdthrmztgxxvz"
ham,Did you get my email? Let me know when you can talk. wfzmeco
ham,Did you get my email? Let me know when you can talk. ytgdxalbbei
ham,"Running 10 mins late, sorry! Almost there. ptp"
ham,Can you send me the address again? I lost it. tdyqwpapleisquytftw
ham,Can you send me the address again? I lost it. eugnsj ubjeocniprjy
ham,Can you send me the address again? I lost it. oaptetuopb
ham,"No worries, take your time. I'll be here. aspjyefoyuhpnef"
ham,Remember we have that dentist appointment tomorrow at 2pm. budcjb
ham,"Hey, are you free this evening? We could grab dinner. llupawn"
spam,URGENT! Your Mobile number has been awarded a £204 Bonus Caller Prize. Call 8761091683 now.
ham,"Just checking in, how are you feeling today?"
ham,"Just got out of the meeting, calling you in 5. gfqp"
ham,"Running 10 mins late, sorry! Almost there. zwk"
ham,The kids are asking about the weekend trip. You in? sfqvvsfstofmo
ham,"Thanks for helping me yesterday, really appreciate it."
ham,Remember we have that dentist appointment tomorrow at 2pm. tizz qx
ham,Lunch at the usual place? 12:30 works for me. raedgvrex nax
ham,Just finished the report. Will send it over shortly. zynr
ham,Happy birthday! Hope you have a wonderful day! juktgfxhb
ham,"Hey, are you free this evening? We could grab dinner. iu"
ham,The kids are asking about the weekend trip. You in? rvbnghdgjnzvct
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £907p/msg.
ham,Can we reschedule our call to tomorrow morning? bczbcxk fwvgnkho
ham,"Just checking in, how are you feeling today? bntpfqujjwquyrdff"
spam,WINNER!! You have been selected to win a cash prize of £4603 CALL NOW 7965695131
ham,Happy birthday! Hope you have a wonderful day! qnldsecgy
spam,PRIVATE! Your 2003 Account Statement shows £3713 UNCLAIMED! Call 9096929657 to claim.
spam,CASH PRIZE: Draw shows you have won a top prize of £1233. To collect call 9287955558.
ham,"Thanks for helping me yesterday, really appreciate it. ultamuo msii"
ham,Happy birthday! Hope you have a wonderful day! wswk
ham,"Just got out of the meeting, calling you in 5."
ham,Meeting has been moved to 3pm. See you there. catwnrbh
spam,Congratulations! Your mobile has won £8908 prize. Call 7915490795 to claim. Send STOP to opt out.
spam,Your FREE loan of £6970 is approved. Call 7964285941 to collect. Ts&Cs apply.
ham,"Thanks for helping me yesterday, really appreciate it. kjhysstyn gzh"
ham,Can you pick up some milk on your way home? ocza
ham,Can we reschedule our call to tomorrow morning?
ham,Can you pick up some milk on your way home?
ham,The package has been delivered to your door. t
ham,"Mom says dinner is ready at 7, don't be late. hljjzrbyt stfnu"
ham,Are you coming to the party tonight? It starts at 8.
ham,Did you see the game last night? What a match! lcauvhztzckwltajonz
ham,Remember we have that dentist appointment tomorrow at 2pm.
ham,Are you coming to the party tonight? It starts at 8. fa
spam,Your FREE loan of £5149 is approved. Call 7093503397 to collect. Ts&Cs apply.
ham,"Just got out of the meeting, calling you in 5. ns"
ham,Can we reschedule our call to tomorrow morning? vqex
spam,Hot singles in your area! Text MEET to 9674192109. Msgs cost £6027 ea. Stop: STOP.
ham,Can you pick up some milk on your way home? twoydstlsc
ham,Lunch at the usual place? 12:30 works for me. hhsnk tzutmpaummc
ham,"Running 10 mins late, sorry! Almost there. kdhmlrpiqymzrruksa"
ham,The package has been delivered to your door.
spam,You have won a Nokia 6610. Call 8341957809 now to claim. Send STOP to 87239 to end.
spam,Hot singles in your area! Text MEET to 9180476188. Msgs cost £3027 ea. Stop: STOP.
spam,Win a trip to Bahamas! You are selected. Call 8640129626 within 48 hours. Ref: HOLS4716
spam,CASH PRIZE: Draw shows you have won a top prize of £3280. To collect call 8272368870.
ham,Lunch at the usual place? 12:30 works for me. yq
spam,WINNER!! You have been selected to win a cash prize of £2348 CALL NOW 7048750473
ham,"Hey, are you free this evening? We could grab dinner. qfbexogcankzine"
ham,"Just got out of the meeting, calling you in 5. leo"
ham,"No worries, take your time. I'll be here. mouyuaojuvmqbjitnch"
ham,"Hey, are you free this evening? We could grab dinner."
ham,"Running 10 mins late, sorry! Almost there. xzdjckdey"
ham,Did you see the game last night? What a match! n
ham,Can we reschedule our call to tomorrow morning? zibq
ham,Happy birthday! Hope you have a wonderful day! feqjmrwvzsbgdzn
ham,Remember we have that dentist appointment tomorrow at 2pm. onhyycri
ham,Can you pick up some milk on your way home? grpybij
ham,Can we reschedule our call to tomorrow morning? drr izxhdyh qajth
ham,Can you pick up some milk on your way home? zatysxjgfaztlibiwh
ham,"Thanks for helping me yesterday, really appreciate it. qob t oy"
ham,Can we reschedule our call to tomorrow morning? plweogyabxhnb
spam,Congratulations! Your mobile has won £6830 prize. Call 8518692176 to claim. Send STOP to opt out.
ham,"Thanks for helping me yesterday, really appreciate it. pmerzpqohzoulmkuh"
ham,Remember we have that dentist appointment tomorrow at 2pm. lyqvtsv tbhha
ham,"Just checking in, how are you feeling today? rjurnlwhcqaz yoaevj"
ham,Did you see the game last night? What a match! vtmshjvllnkfrez
ham,Did you see the game last night? What a match!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £4041p/msg."
ham,Just finished the report. Will send it over shortly. krgngwyb
spam,Congratulations! Your mobile has won £8289 prize. Call 9562974666 to claim. Send STOP to opt out.
ham,The package has been delivered to your door. oopva
ham,Just finished the report. Will send it over shortly. eus rbaymn
ham,Are you coming to the party tonight? It starts at 8. htezpyjm
spam,URGENT! Your Mobile number has been awarded a £8088 Bonus Caller Prize. Call 7911047815 now.
ham,Just finished the report. Will send it over shortly. gbidh
ham,Are you coming to the party tonight? It starts at 8. t
ham,Happy birthday! Hope you have a wonderful day! lwyaesffe
spam,URGENT! Your Mobile number has been awarded a £7934 Bonus Caller Prize. Call 7657926994 now.
ham,"Just got out of the meeting, calling you in 5. kfekm"
spam,Naughty text messages! Txt CHAT to 9541797909 £2862/msg 2 stop txt STOP.
ham,Just finished the report. Will send it over shortly.
ham,Did you get my email? Let me know when you can talk. yxrkpdawaej
ham,Happy birthday! Hope you have a wonderful day!
ham,Can you send me the address again? I lost it. ldmqysmdd
ham,Did you see the game last night? What a match! joonmahkly
ham,"Thanks for helping me yesterday, really appreciate it. rjfphwpjof orwh"
ham,Are you coming to the party tonight? It starts at 8. ywylejbgdxabhl
ham,The package has been delivered to your door. yqeyawgnrfqouhh
ham,The package has been delivered to your door. cbnfen bluue
ham,Just finished the report. Will send it over shortly. mzwecxsofelt uhj
ham,Can you send me the address again? I lost it.  h
ham,"Thanks for helping me yesterday, really appreciate it. l  jvmxzormksb"
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £5717p/msg.
ham,Are you coming to the party tonight? It starts at 8. ndqiyemzaasx x
ham,Can you send me the address again? I lost it. ottylcdaodfxdxnq
ham,Just finished the report. Will send it over shortly. ahief pia
ham,The package has been delivered to your door.  bflpxlflsfry sqv
ham,"Hey, are you free this evening? We could grab dinner. jyddmmzdbim"
ham,Did you get my email? Let me know when you can talk. hfpipnodfahzogverc
ham,"Just got out of the meeting, calling you in 5. pfwevhxv"
spam,URGENT! Your Mobile number has been awarded a £9679 Bonus Caller Prize. Call 7468034755 now.
ham,Just finished the report. Will send it over shortly. hecwyfcvl
ham,The package has been delivered to your door.
ham,"Running 10 mins late, sorry! Almost there. iaxudtwlczgmb"
spam,CASH PRIZE: Draw shows you have won a top prize of £6571. To collect call 9130846652.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £7517p/msg."
ham,Just finished the report. Will send it over shortly. pkkpasqxaljrcy
ham,"Just got out of the meeting, calling you in 5. bztonpoejn"
ham,Did you see the game last night? What a match! cn
ham,Meeting has been moved to 3pm. See you there.
ham,Remember we have that dentist appointment tomorrow at 2pm. as
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £8285p/msg.
ham,"Mom says dinner is ready at 7, don't be late. hssggnxufvtcdrphxke"
ham,"Running 10 mins late, sorry! Almost there.  h"
ham,"Thanks for helping me yesterday, really appreciate it. sjntattskswouqjwd"
ham,Meeting has been moved to 3pm. See you there. jplusqrmhzqpwx
ham,Remember we have that dentist appointment tomorrow at 2pm.
ham,Remember we have that dentist appointment tomorrow at 2pm. qdkrwah
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5546p/msg."
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £6724p/msg."
spam,Your FREE loan of £1360 is approved. Call 8551019709 to collect. Ts&Cs apply.
ham,"Hey, are you free this evening? We could grab dinner. dbrqeeklz"
ham,Lunch at the usual place? 12:30 works for me. gvmggoqqujj wwvay
ham,Are you coming to the party tonight? It starts at 8. wjg
spam,Win a trip to Bahamas! You are selected. Call 9957572769 within 48 hours. Ref: HOLS1295
ham,Lunch at the usual place? 12:30 works for me.
ham,"Hey, are you free this evening? We could grab dinner. lsnrrkugcvbl"
spam,Naughty text messages! Txt CHAT to 9248349034 £1502/msg 2 stop txt STOP.
spam,Congratulations! Your mobile has won £759 prize. Call 7133272825 to claim. Send STOP to opt out.
ham,Did you get my email? Let me know when you can talk. ste acdylbfcbk qotq
ham,Lunch at the usual place? 12:30 works for me. bvyuhrulgurz
ham,Can we reschedule our call to tomorrow morning? woio
ham,"No worries, take your time. I'll be here. vtpdpfqpbpfmydzeavgt"
ham,"Just got out of the meeting, calling you in 5. vd tdmdgfplywrd"
ham,Lunch at the usual place? 12:30 works for me. xzuhlzm socth aib
spam,Your FREE loan of £6101 is approved. Call 8555424924 to collect. Ts&Cs apply.
ham,Lunch at the usual place? 12:30 works for me. ltihxjqi
ham,"Running 10 mins late, sorry! Almost there. vo tuwmvmo"
ham,Remember we have that dentist appointment tomorrow at 2pm. vrl chi
ham,Just finished the report. Will send it over shortly. kizuos z
ham,Lunch at the usual place? 12:30 works for me. mf
ham,"No worries, take your time. I'll be here. fugzsaosdzwyd"
ham,Can you pick up some milk on your way home? tvijkruw
spam,Naughty text messages! Txt CHAT to 7368110105 £1684/msg 2 stop txt STOP.
ham,"No worries, take your time. I'll be here. qtklfedowjlh"
ham,Did you get my email? Let me know when you can talk. nimmizlfyl gi
ham,Can we reschedule our call to tomorrow morning? p ubvv ffa
ham,"No worries, take your time. I'll be here. sxnzo wxtr"
ham,Are you coming to the party tonight? It starts at 8. uixgarvcezuqofzm
spam,Congratulations! Your mobile has won £5483 prize. Call 9896343368 to claim. Send STOP to opt out.
spam,CASH PRIZE: Draw shows you have won a top prize of £142. To collect call 8214784185.
ham,The package has been delivered to your door. qbduggjojwe
ham,"No worries, take your time. I'll be here. tmgtqnkbzgzzc"
ham,The package has been delivered to your door. ziuwrtefda qq
ham,Meeting has been moved to 3pm. See you there. zds sxdcjvvze
ham,Did you get my email? Let me know when you can talk. jpo xpxajofq
ham,Lunch at the usual place? 12:30 works for me. mblidcoahk
ham,The kids are asking about the weekend trip. You in?
spam,Congratulations! Your mobile has won £6897 prize. Call 8750625978 to claim. Send STOP to opt out.
ham,Did you see the game last night? What a match! ghpil zni mebliyl
ham,Meeting has been moved to 3pm. See you there. ipdcxlgw
ham,Just finished the report. Will send it over shortly. zcvgblboaimqp
ham,"No worries, take your time. I'll be here. coipnzjeaokc o"
ham,"Running 10 mins late, sorry! Almost there. xavi"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £841p/msg."
ham,Are you coming to the party tonight? It starts at 8. coqaiockbaomr
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7459p/msg.
ham,"Just got out of the meeting, calling you in 5. ejdjbne"
ham,Can we reschedule our call to tomorrow morning? auustfwqvf  an
ham,Lunch at the usual place? 12:30 works for me. objaploe
spam,URGENT! Your Mobile number has been awarded a £1976 Bonus Caller Prize. Call 7703368777 now.
ham,"Hey, are you free this evening? We could grab dinner."
ham,Meeting has been moved to 3pm. See you there. smzmcoxtksmzfbhqaqi
ham,Happy birthday! Hope you have a wonderful day! ysr
ham,Happy birthday! Hope you have a wonderful day! ehl yagpuuibxq
spam,WINNER!! You have been selected to win a cash prize of £4803 CALL NOW 8756070122
ham,Remember we have that dentist appointment tomorrow at 2pm. dk
ham,"Just checking in, how are you feeling today? kbwanlssdfo"
ham,"Mom says dinner is ready at 7, don't be late. pqbsacdq"
ham,"Just checking in, how are you feeling today? holn kxomlpczds"
ham,"Hey, are you free this evening? We could grab dinner."
ham,Lunch at the usual place? 12:30 works for me. rotzwmrn
spam,URGENT! Your Mobile number has been awarded a £602 Bonus Caller Prize. Call 7394096254 now.
ham,"Running 10 mins late, sorry! Almost there. ria"
ham,"Hey, are you free this evening? We could grab dinner. r wprjvcyhfurii"
ham,Did you get my email? Let me know when you can talk. zlcc oagaprs
spam,Claim your FREE gift now! Text YES to 9521166052 to receive your £6531 voucher. Ts&Cs apply.
ham,Just finished the report. Will send it over shortly. xnrdzzcv
spam,Hot singles in your area! Text MEET to 9714225802. Msgs cost £369 ea. Stop: STOP.
ham,"Thanks for helping me yesterday, really appreciate it. jzkefdlkvqqohbki"
spam,Naughty text messages! Txt CHAT to 9362646960 £6661/msg 2 stop txt STOP.
ham,The package has been delivered to your door.
ham,Can you pick up some milk on your way home? haqgec qseixune
spam,WINNER!! You have been selected to win a cash prize of £1156 CALL NOW 7849331223
spam,Naughty text messages! Txt CHAT to 9101729519 £1722/msg 2 stop txt STOP.
ham,Can you send me the address again? I lost it. tcpbb
ham,"Thanks for helping me yesterday, really appreciate it. tliay"
ham,Just finished the report. Will send it over shortly. sgksckapcqspoasms
spam,WINNER!! You have been selected to win a cash prize of £459 CALL NOW 7634418273
ham,The kids are asking about the weekend trip. You in? sutdxfbfa
ham,Can we reschedule our call to tomorrow morning?
ham,Remember we have that dentist appointment tomorrow at 2pm. fbbgfvimosc
spam,Claim your FREE gift now! Text YES to 8807595119 to receive your £9412 voucher. Ts&Cs apply.
ham,Are you coming to the party tonight? It starts at 8. vxdgvannpww
spam,Naughty text messages! Txt CHAT to 8027962091 £994/msg 2 stop txt STOP.
ham,Just finished the report. Will send it over shortly. fcumnjljyzxbkiadl
ham,"Thanks for helping me yesterday, really appreciate it. g"
ham,Lunch at the usual place? 12:30 works for me. ugcua
ham,Did you see the game last night? What a match! luenvvxdmoiuxdu
ham,The package has been delivered to your door. h r
ham,Just finished the report. Will send it over shortly. lryj fhfh
ham,"Mom says dinner is ready at 7, don't be late. kbged"
ham,Can we reschedule our call to tomorrow morning? i
ham,"Mom says dinner is ready at 7, don't be late. iethugnbnonz"
spam,PRIVATE! Your 2003 Account Statement shows £1797 UNCLAIMED! Call 7576775951 to claim.
spam,CASH PRIZE: Draw shows you have won a top prize of £6284. To collect call 8613385303.
spam,Win a trip to Bahamas! You are selected. Call 9251560728 within 48 hours. Ref: HOLS2893
ham,"Just checking in, how are you feeling today? hrjwkwdugtbxc"
ham,"No worries, take your time. I'll be here. umr"
spam,Win a trip to Bahamas! You are selected. Call 8837384013 within 48 hours. Ref: HOLS111
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/2530
ham,"Just checking in, how are you feeling today? nazs"
ham,Meeting has been moved to 3pm. See you there. kmcmrym
ham,Are you coming to the party tonight? It starts at 8. ekmnnwuoydmrrbr hkbs
ham,Just finished the report. Will send it over shortly. afxkos flblbc
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £9807p/msg.
spam,You have won a Nokia 6610. Call 8741251076 now to claim. Send STOP to 87239 to end.
spam,WINNER!! You have been selected to win a cash prize of £4432 CALL NOW 9304560537
ham,Happy birthday! Hope you have a wonderful day! ffr afvjlei
ham,Can you pick up some milk on your way home? uslwafxqxf
ham,Happy birthday! Hope you have a wonderful day! eurqotrlxkzcd
ham,Meeting has been moved to 3pm. See you there. rxngelwfrlsyhudrbuot
ham,Meeting has been moved to 3pm. See you there. cybinigu pnzkthddu
ham,Remember we have that dentist appointment tomorrow at 2pm. qygwfalocxeumzkj
ham,"No worries, take your time. I'll be here. jkpukeamenwt"
ham,"Hey, are you free this evening? We could grab dinner. ocnedqlfwejawgrmrk"
ham,"Just got out of the meeting, calling you in 5. ubyfmsbsrxpta nkcdg"
spam,Hot singles in your area! Text MEET to 7133747952. Msgs cost £2721 ea. Stop: STOP.
ham,Did you get my email? Let me know when you can talk. damkkqr n
ham,"Hey, are you free this evening? We could grab dinner. xxfblfupd npne"
ham,"No worries, take your time. I'll be here.  gndfjgmlxyavostjjxn"
ham,"Mom says dinner is ready at 7, don't be late. utnb"
ham,Can you send me the address again? I lost it. jeyj rkidlfqlheavj
ham,Are you coming to the party tonight? It starts at 8. k vetgwlhdinivql
ham,The package has been delivered to your door. abkil
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/6386
spam,Naughty text messages! Txt CHAT to 7321394470 £6561/msg 2 stop txt STOP.
ham,Meeting has been moved to 3pm. See you there. gv
spam,Claim your FREE gift now! Text YES to 7491404673 to receive your £1724 voucher. Ts&Cs apply.
ham,"Mom says dinner is ready at 7, don't be late. szsbyrzlyxjh"
spam,Win a trip to Bahamas! You are selected. Call 7261243105 within 48 hours. Ref: HOLS610
ham,"Just checking in, how are you feeling today? napt"
ham,Can we reschedule our call to tomorrow morning? hegqhdnpntvvqekxu
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £8164p/msg.
ham,The package has been delivered to your door. ypmbhnacuhv
ham,Remember we have that dentist appointment tomorrow at 2pm. dykianufu
ham,Did you see the game last night? What a match! lnxaxfenfymmk
ham,"Just checking in, how are you feeling today? lvs bufxxlgr"
spam,Congratulations! Your mobile has won £6005 prize. Call 8075413763 to claim. Send STOP to opt out.
ham,"Running 10 mins late, sorry! Almost there."
ham,Did you see the game last night? What a match! ctgvq
spam,CASH PRIZE: Draw shows you have won a top prize of £1660. To collect call 7582349911.
ham,Just finished the report. Will send it over shortly. e
ham,Meeting has been moved to 3pm. See you there. otrgwgpsczmg
ham,Happy birthday! Hope you have a wonderful day! tkbsk
ham,Can you send me the address again? I lost it. hkwiquuhhaiqxywc
spam,Hot singles in your area! Text MEET to 8776227561. Msgs cost £3721 ea. Stop: STOP.
ham,The package has been delivered to your door. mnhvmn cvmvtwufggizq
ham,The package has been delivered to your door.  udrpv
spam,Congratulations! Your mobile has won £5336 prize. Call 9868350055 to claim. Send STOP to opt out.
spam,URGENT! Your Mobile number has been awarded a £8073 Bonus Caller Prize. Call 9729458763 now.
ham,The kids are asking about the weekend trip. You in? jwfhqfbwl
ham,Are you coming to the party tonight? It starts at 8. qgp
ham,The kids are asking about the weekend trip. You in? dimcp
ham,Remember we have that dentist appointment tomorrow at 2pm. mss
spam,URGENT! Your Mobile number has been awarded a £7161 Bonus Caller Prize. Call 8927768913 now.
ham,Are you coming to the party tonight? It starts at 8. bgpciwa
spam,URGENT! Your Mobile number has been awarded a £1454 Bonus Caller Prize. Call 9428365056 now.
ham,Just finished the report. Will send it over shortly. frxszsh
ham,"Just checking in, how are you feeling today? nvcwrk  pjbmoyxu"
ham,Can you send me the address again? I lost it.  umtfnigaflwwnime
ham,"Just got out of the meeting, calling you in 5. vdwogmcxdbehesn x l"
ham,Happy birthday! Hope you have a wonderful day! gigcge
spam,You have won a Nokia 6610. Call 8897669065 now to claim. Send STOP to 87239 to end.
ham,Are you coming to the party tonight? It starts at 8. fvojza
ham,Are you coming to the party tonight? It starts at 8. jwcckeshf
ham,"Mom says dinner is ready at 7, don't be late. ucfdcbo bs ovuby b"
spam,Claim your FREE gift now! Text YES to 7139093888 to receive your £9393 voucher. Ts&Cs apply.
ham,Happy birthday! Hope you have a wonderful day! xcjhodikhadvlziheta
ham,Just finished the report. Will send it over shortly. kpzls mkdu al
ham,Are you coming to the party tonight? It starts at 8. cfxjwvniknain
ham,Can we reschedule our call to tomorrow morning? xzccjyh
spam,Naughty text messages! Txt CHAT to 9127420335 £2592/msg 2 stop txt STOP.
ham,Are you coming to the party tonight? It starts at 8. dgulgkgrq
ham,Meeting has been moved to 3pm. See you there. lymwtc
spam,PRIVATE! Your 2003 Account Statement shows £9122 UNCLAIMED! Call 9057422183 to claim.
ham,Did you see the game last night? What a match! pwrvbefb
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/8407
ham,"Mom says dinner is ready at 7, don't be late. wrbinrtvpmf"
ham,"Mom says dinner is ready at 7, don't be late. pjkyafrbbgzkdz"
ham,"Just got out of the meeting, calling you in 5. plakhujc"
ham,"Just got out of the meeting, calling you in 5. fdkczfutisfq"
ham,"Thanks for helping me yesterday, really appreciate it. qehitqmr qojft"
ham,Did you get my email? Let me know when you can talk. tk
ham,"Just got out of the meeting, calling you in 5. kxrgxgvjozunagftkkf"
ham,Remember we have that dentist appointment tomorrow at 2pm. aqgce
ham,"Mom says dinner is ready at 7, don't be late. ikfofgtaezenzjwhtri"
ham,"No worries, take your time. I'll be here. nzkwsbwntcl"
ham,Can we reschedule our call to tomorrow morning? lclphopq k
ham,Are you coming to the party tonight? It starts at 8. yy
spam,You have won a Nokia 6610. Call 8955638763 now to claim. Send STOP to 87239 to end.
ham,"Mom says dinner is ready at 7, don't be late."
ham,The kids are asking about the weekend trip. You in? qzdgnfmikeykqxrpyj
ham,"Just got out of the meeting, calling you in 5. rpaw"
ham,"Thanks for helping me yesterday, really appreciate it. v"
spam,Hot singles in your area! Text MEET to 9180222420. Msgs cost £8412 ea. Stop: STOP.
ham,Did you get my email? Let me know when you can talk. xnysxf
ham,The package has been delivered to your door. bwuhepbwo
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/4778
spam,WINNER!! You have been selected to win a cash prize of £5414 CALL NOW 7241030242
